RecordKey,SurveyKey,SampleKey,StartDate,EndDate,DateType,Date,TaxonVersionKey,TaxonName,GridReference,East,North,Projection,Precision,SiteKey,SiteName,Recorder,Determiner,ZeroAbundance,UnderValidation,ImagePath,Heritage Type,Category of Tree,Tree form,Condition of tree,Age Range,Evidence of,Access,Variety,County,CommonName,BroadType,Latitude,Longitude
224,,,2009-10-26,2009-10-26,D,2009-10-26,NBNSYS0000003840,Fagus sylvatica,N986654,298657,265454,OSI,100,,"Somerville House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,150 - 200 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Pendula,Meath,European Beech,Beeches,-6.510348317211405,53.62930153169014
225,,,2009-10-26,2009-10-26,D,2009-10-26,NBNSYS0000003840,Fagus sylvatica,N886616,288605,261651,OSI,100,,"Ballinter House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,Fungi,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Pendula,Meath,European Beech,Beeches,-6.662535322558092,53.59695522996416
226,,,2009-10-21,2009-10-21,D,2009-10-21,NBNSYS0000003840,Fagus sylvatica,G738761,173831,376176,OSI,100,,"Ballyloughan House, Co. Donegal",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,var. heterophylla,Donegal,European Beech,Beeches,-8.389490279953058,52.835563233005345
227,,,2009-10-20,2009-10-20,D,2009-10-20,NBNSYS0000003840,Fagus sylvatica,C220210,222052,421004,OSI,100,,"Green House, Co. Donegal",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,var. heterophylla,Donegal,European Beech,Beeches,-7.684317618395521,51.44191720658771
228,,,2009-10-14,2009-10-14,D,2009-10-14,NBNSYS0000003949,Fraxinus excelsior,M187637,118790,263776,OSI,100,,"Carraig Dun, Co. Mayo",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,200 - 300 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Mayo,European Ash,Ashes,-9.229261607806531,53.61699291417173
229,,,2009-08-31,2009-08-31,D,2009-08-31,NBNSYS0000003949,Fraxinus excelsior,S123593,212364,159353,OSI,100,,"Ardfert House, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,European Ash,Ashes,,
230,,,2009-10-28,2009-10-28,D,2009-10-28,NBNSYS0000003949,Fraxinus excelsior,M408547,140827,254754,OSI,100,,"St Benin's Well, Tuam, Co. Galway",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Galway,European Ash,Ashes,-8.893656112354137,53.53910369612534
231,,,2009-08-21,2009-08-21,D,2009-08-21,NBNSYS0000003949,Fraxinus excelsior,S598770,259800,177027,OSI,100,,"Garrendenny, Co. Laois",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Fungi,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Laois,European Ash,Ashes,,
232,,,2009-08-20,2009-08-20,D,2009-08-20,NBNSYS0000003949,Fraxinus excelsior,S814889,281469,188980,OSI,100,,"Davidstown House, Co. Kildare",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kildare,European Ash,Ashes,,
234,,,2009-09-17,2009-09-17,D,2009-09-17,NBNSYS0000003949,Fraxinus excelsior,M863050,186308,205034,OSI,100,,"Portumna, Co. Galway",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Galway,European Ash,Ashes,-8.205240350894867,53.095707489446525
235,,,2009-10-02,2009-10-02,D,2009-10-02,NBNSYS0000003949,Fraxinus excelsior,R520402,152004,140279,OSI,100,,"Islandmore, Co. Limerick",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Limerick,European Ash,Ashes,,
236,,,2009-10-22,2009-10-22,D,2009-10-22,NBNSYS0000003949,Fraxinus excelsior,G612189,161201,318976,OSI,100,,"Temple House, Co. Sligo",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Sligo,European Ash,Ashes,-8.569743334771902,52.320820699870204
237,,,2009-08-19,2009-08-19,D,2009-08-19,NBNSYS0000003949,Fraxinus excelsior,N867110,286780,211043,OSI,100,,"Carnalway Lodge, Co. Kildare",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kildare,European Ash,Ashes,-6.705088287567511,53.14275136306406
238,,,2009-08-31,2009-08-31,D,2009-08-31,NBNSYS0000003949,Fraxinus excelsior,R997429,199765,142914,OSI,100,,"Ballywalter House, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,European Ash,Ashes,,
239,,,2009-09-15,2009-09-15,D,2009-09-15,NBNSYS0000003949,Fraxinus excelsior,S167212,216745,121232,OSI,100,,"Marlfield House, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,European Ash,Ashes,,
240,,,2009-10-16,2009-10-16,D,2009-10-16,NBNSYS0000003949,Fraxinus excelsior,M807629,180717,262972,OSI,100,,"Castlecoote, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Roscommon,European Ash,Ashes,-8.292366617301505,53.6157577199224
241,,,2009-10-22,2009-10-22,D,2009-10-22,NBNSYS0000003949,Fraxinus excelsior,G692258,169242,325808,OSI,100,,"Markree Castle, Co. Sligo",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Sligo,European Ash,Ashes,-8.453058299436787,52.383332792789595
242,,,2009-07-27,2009-07-27,D,2009-07-27,NBNSYS0000003949,Fraxinus excelsior,S443396,244338,139625,OSI,100,,"Ballytobin House, Co. Kilkenny",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Fallen,200 - 300 years,Fungi,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kilkenny,European Ash,Ashes,,
244,,,2009-09-18,2009-09-18,D,2009-09-18,NBNSYS0000003949,Fraxinus excelsior,R691793,169134,179317,OSI,100,,"Tinarana House, Co. Clare",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Clare,European Ash,Ashes,,
245,,,2009-07-29,2009-07-29,D,2009-07-29,NBNSYS0000003949,Fraxinus excelsior,N454717,245494,271775,OSI,100,,"Tromroe, Co. Westmeath",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Dead,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Westmeath,European Ash,Ashes,-7.313474313971066,53.69320827352394
246,,,2009-09-04,2009-09-04,D,2009-09-04,NBNSYS0000003949,Fraxinus excelsior,N802413,280207,241383,OSI,100,,"Enfield, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Individual tree,Maiden,Standing alive,150 - 200 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,European Ash,Ashes,-6.794562366868119,53.415956467063005
247,,,2009-08-18,2009-08-18,D,2009-08-18,NBNSYS0000003949,Fraxinus excelsior,N101340,210178,234038,OSI,100,,"Ballynahown, Co. Westmeath",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Individual tree,Maiden,Standing alive,200 - 300 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Westmeath,European Ash,Ashes,-7.849052687685803,53.35635783643636
248,,,2009-08-04,2009-08-04,D,2009-08-04,NBNSYS0000003949,Fraxinus excelsior,S992672,299262,167236,OSI,100,,"Deerpark, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,European Ash,Ashes,,
249,,,2009-08-19,2009-08-19,D,2009-08-19,NBNSYS0000003949,Fraxinus excelsior,S857753,285785,175341,OSI,100,,"Coppenagh, Co. Carlow",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Carlow,European Ash,Ashes,,
250,,,2009-08-31,2009-08-31,D,2009-08-31,NBNSYS0000003949,Fraxinus excelsior,R932368,193215,136835,OSI,100,,"Ballyhurst, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,European Ash,Ashes,,
251,,,2009-09-21,2009-09-21,D,2009-09-21,NBNSYS0000003949,Fraxinus excelsior,X045989,204566,98983,OSI,100,,"Lismore Castle, Co. Waterford",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Individual tree,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Waterford,European Ash,Ashes,,
252,,,2009-09-04,2009-09-04,D,2009-09-04,NBNSYS0000003949,Fraxinus excelsior,N838491,283868,249119,OSI,100,,"Clonmahan House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,,Individual tree,Maiden,Standing alive,150 - 200 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,European Ash,Ashes,-6.7383583619195635,53.48546234283745
253,,,2009-09-25,2009-09-25,D,2009-09-25,NBNSYS0000003949,Fraxinus excelsior,W091660,109155,66051,OSI,100,,"St.Finbar's Oratory, Ballingeary, Co. Cork",Aubrey Fennell,Aubrey Fennell,False,False,,,Individual tree,Maiden,Standing alive,50 - 100 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cork,European Ash,Ashes,,
254,,,2009-08-25,2009-08-25,D,2009-08-25,NBNSYS0000003949,Fraxinus excelsior,O012780,301293,278099,OSI,100,,"Mellifont Abbey, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,,Individual tree,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,European Ash,Ashes,-6.466956582382806,53.741969949408016
255,,,2009-10-22,2009-10-22,D,2009-10-22,NBNSYS0000003949,Fraxinus excelsior,H084151,208483,315117,OSI,100,,"St Patricks Well, Aughnasheelan, Co. Leitrim",Aubrey Fennell,Aubrey Fennell,False,False,,,Individual tree,,Not Recorded,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Leitrim,European Ash,Ashes,-7.877631879193564,52.28797986166829
256,,,2009-08-12,2009-08-12,D,2009-08-12,NBNSYS0000003949,Fraxinus excelsior,S318367,231883,136782,OSI,100,,"Gurteen, Mullinahone, Co. Tipperary",Kate Crane,Kate Crane,False,False,,,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,European Ash,Ashes,,
257,,,2009-10-02,2009-10-02,D,2009-10-02,NBNSYS0000003949,Fraxinus excelsior,R546430,154699,143034,OSI,100,,"Tober lachteen, Manister, Co. Limerick",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,200 - 300 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Limerick,European Ash,Ashes,,
258,,,2009-10-19,2009-10-19,D,2009-10-19,NBNSYS0000003949,Fraxinus excelsior,N277483,227760,248373,OSI,100,,"St Brigid's Well, Co. Westmeath",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,150 - 200 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Westmeath,European Ash,Ashes,-7.5834811372556485,53.48421042978953
